"무더위쉼터명,위도,경도,전화번호,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중도1리 경로당,36.1009938,127.4920759,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금홍회 경로당,36.1003111,127.4924085,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신대2리 경로당,36.1039931,127.5056773,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"학현경로당,37.3870355,127.0177166,031-345-2917,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"온동마을회관,34.7709807,127.3277825,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"두곡마을회관,34.63837,127.253492,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"관덕경로당,34.6627402,127.2528178,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"풍류마을회관,34.6623437,127.2346804,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"풍류여경로당,34.66202,127.234594,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월하마을회관,34.674873,127.239628,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대동마을회관,34.671922,127.253985,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금산마을회관,34.680176,127.257446,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흥마을회관,34.689585,127.245656,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"예회경로당,34.696742,127.281194,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상예경로당,34.697949,127.269501,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송강마을회관,34.75991,127.310431,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사포여경로당,34.602811,127.4538926,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"영남분회경로당,34.6027772,127.4542543,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남열마을회관,34.5808578,127.4796111,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"간천마을회관,34.6106624,127.485283,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용암마을회관,34.594915,127.504981,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동편마을회관,34.769409,127.307825,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"화현할아버지경로당,35.1994126,129.1087655,051-550-6532,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"화현할머니경로당,35.1994126,129.1087655,051-550-6532,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원리할아버지경로당,35.1927347,129.1136972,051-550-6532,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원리할머니경로당,35.1927347,129.1136972,051-550-6532,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"지화1리 경로당,37.2194422,126.6891445,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천등1리 경로당,37.2327518,126.7064376,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천등2리 경로당,37.2430006,126.7125627,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천등3리 경로당,37.2410956,126.7014938,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"칠곡리 경로당,37.2024729,126.7119335,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오수여경로당,34.669247,127.273686,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서신마을회관,34.643261,127.282048,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"외신마을회관,34.646933,127.279765,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"능정마을회관,34.590279,127.4149763,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"능정여경로당,34.590279,127.4149763,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"만호마을회관,34.5968447,127.4193039,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우두경로당,34.630346,127.489833,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우두마을회관,34.630797,127.496954,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성두여경로당,34.676013,127.264541,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"영동마을회관,34.668519,127.267477,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우암마을회관,34.6094159,127.5023085,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사도회관,34.5831836,127.419439,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사도경로당(남),34.584197,127.41889,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"양화마을회관,34.5919588,127.4621505,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남열경로당(남),34.580857,127.479514,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉남마을회관,34.492324,127.494589,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕흥부녀회관(경로당),34.523208,127.445453,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금성2리 경로당,36.098469,127.5679877,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천내3리 경로당,36.1119308,127.5748622,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"창평 경로당,36.0975653,127.5315875,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"제원2리(여자) 경로당,36.1119264,127.5480992,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명암리(남자) 경로당,36.1100239,127.5372684,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수당2리 경로당,36.1106285,127.520467,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"길곡1리 경로당,36.1617399,127.5590801,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"길곡1리 새터 경로당,36.1591435,127.5638008,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대산2리 경로당,36.1245951,127.5544909,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"전촌마을경로당,35.361356,128.6530487,055-212-5100,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"산마루 아파트 경로당,36.0980334,127.492682,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"9988 경로당,36.1020535,127.4896351,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하옥4리 남산 경로당,36.0979142,127.4936208,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수남 경로당,36.0974981,127.48945,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"농우회 경로당,36.1074799,127.4884737,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중도9리 여성경로당,36.1061472,127.4970487,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중도7리 여성경로당,36.1087714,127.4939641,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중도3리 경로당,36.1011043,127.4949056,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"건국 여성 경로당,36.1021792,127.4919069,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"도동마을회관,35.7038313,128.1389719,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"청계1구경로당,35.6933159,128.2004627,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"경우 경로당,36.1028771,127.4887848,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"욱일5차경로당,37.4862856,126.7606297,625-2863,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구정5구경로당,35.7028304,128.1725323,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"묵촌1구마을회관,35.7048523,128.1539741,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노진3리 경로당,37.0343625,126.8188479,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구정송계마을회관,35.7079056,128.1571395,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금의3리 경로당,37.1156431,126.8262728,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노진1리 경로당,37.0496824,126.8216796,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노진2리 경로당,37.0490952,126.8124927,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금의2리 경로당,37.1129991,126.8168287,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"정우마을 경로당,36.9820607,127.9213954,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우티경로당,35.0492075,127.9598076,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송전경로당,35.059388,127.964127,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"포곡경로당,35.07871,127.966044,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"당천경로당,35.059986,127.970759,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석문경로당,35.0467976,127.9778648,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"안락2동 주민센터,35.02548,129.0512145,051-550-6529,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명장2동할머니경로당,35.2138401,129.1024337,051-550-6575,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"교동경로당,35.7313872,128.1075021,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"율포경로당,34.5663834,126.7507938,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월하경로당,34.5262822,126.7196111,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"도암면 분회경로당,34.545178,126.72773,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용산할머니경로당,35.200152,129.093482,051-550-6512,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"강변뜨란채아파트경로당,35.1983191,129.1032563,051-550-6512,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내동경로당,35.2467669,126.9766036,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"감계휴먼빌경로당,35.3043487,128.5953592,055-212-5200,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"무동휴먼빌1단지경로당,35.3191485,128.5831587,055-212-5200,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대명2동행정복지센터,35.8553094,128.58669,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동대구농협 교대역지점,35.8529827,128.5910001,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명덕119안전센터,35.855544,128.5872121,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상정경로당,35.070868,127.959033,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구정3구경로당,35.7066829,128.1615509,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"산정경로당,34.599029,126.680066,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"강성경로당,34.593746,126.678329,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"회룡경로당1,34.5904986,126.6888674,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대산1리(여자) 경로당,36.1245149,127.5540429,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금성1리 경로당,36.0947196,127.5630283,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신감경로당,35.2041338,128.5109343,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신촌마을회관,34.8224376,127.348297,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"관덕마을회관,34.796012,127.352861,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"호곡마을회관,34.6752541,127.3356249,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"외백마을회관,34.699396,127.429502,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"전안경로당,35.2152026,128.5047304,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"감천(여)경로당,35.2053638,128.5172204,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"바깥신천경로당,35.36822,128.6264,055-212-5200,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"양지경로당,35.303944,128.6270747,055-212-5200,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천수림아파트경로당,35.3012436,128.5869653,055-212-5200,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"삼호 아파트 경로당,36.1116209,127.4868107,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상리주공아파트 경로당,36.1108625,127.4884844,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상6리 경로당,36.1072545,127.485078,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"장수 경로당,36.1094496,127.4853194,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상4리 경로당,36.1080975,127.4915743,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"가덕 경로당,36.085898,127.53387,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"두곡 경로당,36.0648501,127.5525489,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"춘호 경로당,36.0848727,127.5751251,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"어재(여자) 경로당,36.0824211,127.5944585,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상옥2리 여자경로당,36.1002981,127.4860194,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상옥1리 경로당,36.1006904,127.4884763,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"아인3리(용머리) 경로당,36.1050203,127.4809366,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"삼락회 경로당,36.1033972,127.4823287,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선원 경로당,36.072796,127.548869,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"음지2리(하어동) 여성 경로당,36.0972619,127.468459,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"양지2리 경로당,36.0998192,127.4500537,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"음지2리(상어동) 경로당,36.0931916,127.4614933,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"음지2리(하어동) 경로당,36.0972423,127.4684885,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"음지1리 여성경로당,36.1000056,127.4632233,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕산경로당,34.579404,126.750216,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구정1구경로당,35.7055856,128.1655185,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신평경로당,34.583574,126.755102,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하송마을회관,34.696889,127.348829,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"지산리 산83-107,35.2953,129.0352,055-392-7253,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남호경로당,34.473848,126.794593,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"율포경로당,34.566393,126.750803,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송학경로당,34.553025,126.759621,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"표장경로당,34.555511,126.745355,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선장경로당,34.553696,126.740621,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"한월경로당,35.054652,127.98485,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"제민경로당,35.0497082,127.9727659,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상저경로당,34.536117,126.796909,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구곡경로당,34.484069,126.801761,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금의1리 경로당,37.1079069,126.823062,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"풍림아파트여자경로당,35.1060028,128.8068856,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부영1차아파트남자경로당,35.1013902,128.8058144,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"이산경로당,35.2210664,128.5753997,552305235,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노송마을회관,34.7110333,127.351008,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남양마을회관,34.729346,127.341529,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중산마을회관,34.731877,127.32893,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선정마을회관,34.753085,127.38717,061-830-5848,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"모정 경로당,36.1351691,127.4765137,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"큰말 경로당,36.1371144,127.4788418,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"답곡리 112-5,35.283,129.0623,055-392-7253,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신용2(신촌) 경로당,34.8731402,126.3039887,061-240-8903,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"고이대촌 경로당,34.9502065,126.2906072,061-240-8903,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"당고 경로당,34.7918034,126.1519933,061-240-8903,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구석 경로당,34.8584525,126.122151,061-240-8903,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"익금 경로당,34.8750238,126.1232239,061-240-8903,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"제동부인경로당,35.3363085,128.7134945,055-212-5300,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중리(여)경로당,35.2513741,128.5111601,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원계경로당,35.2307575,128.5091257,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부림문화광장무더위쉼터,35.2049019,128.5735766,055-220-5676,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"독정2리 경로당,37.0723797,126.8527934,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"외부2리 경로당,36.1459974,127.4984139,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"나천 경로당,36.0918391,127.5206548,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"나천(여성) 경로당,36.0924417,127.5199226,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"나천(여성) 경로당,36.0924417,127.5199226,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백암 경로당,36.1015724,127.5376734,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대촌 경로당,37.6609663,126.6732583,031-980-2917,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"발산마을회관,37.6602052,126.6676384,031-980-2917,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"잔실 경로당,36.1206801,127.4632019,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"양전3리 경로당,36.1216702,127.4924406,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"양전1리(여성) 경로당,36.1226322,127.4780318,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"양전1리(남자) 경로당,36.122526,127.4782035,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신촌경로당,35.3487292,128.8019353,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구래동사무소,37.6464568,126.623714,031-980-2917,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"산안2리 경로당,36.1920986,127.5776169,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상동1리 경로당,36.0682671,127.5044167,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상동2리 경로당,36.0596615,127.5047895,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"초현2리 경로당,36.0420897,127.5053421,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕천2리 경로당,36.0353944,127.5089791,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천을리 노론 경로당,36.1643038,127.5320515,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"두두1리 경로당,36.1618872,127.5223768,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"두두(여성) 경로당,36.1664671,127.526089,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"방아재 경로당,36.1858035,127.5257161,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"안보광리 경로당,36.2114287,127.5512534,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상곡2리 경로당,36.2208746,127.572282,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"현내(여성) 경로당,36.0596854,127.5561538,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내부1리 경로당,36.1280094,127.4968421,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"회봉남성경로당,35.2193329,128.5678631,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"학산경로당,35.1967606,128.559344,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"완월경로당,35.1976987,128.5645881,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상춘경로당,35.1987946,128.5595585,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"전곡3리 노인회,37.1877702,126.6554208,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"장외리 경로당,37.1747438,126.6813368,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"매화2리 경로당,37.1634411,126.7022606,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용두1리 경로당,37.1428628,126.7140369,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백미리 경로당,37.1404459,126.6826752,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용두2리경로당,37.1514972,126.7010126,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"안락호현할머니경로당,35.197306,129.109808,051-550-6532,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"옥봉경로당,35.2096684,129.1050987,051-550-6548,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명장1동 주민센터,35.012121,129.5457481,051-550-6548,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명장할아버지경로당,35.2063539,129.106803,051-550-6548,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명장할머니경로당,35.2063539,129.106803,051-550-6548,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성곡2리(여성) 경로당,36.0723386,127.4875107,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"보내 경로당,36.0643558,127.4311683,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상역평(여성) 경로당ㅋ,36.0611533,127.4099037,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명고동 경로당,36.027859,127.4097615,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원동 경로당,36.0069604,127.5229883,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수천 경로당,35.999865,127.5019035,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신천2 경로당,36.0290499,127.4963781,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"벌넘어 경로당,36.0224402,127.4851638,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원상금 경로당,36.0725944,127.4283949,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용진2리(신촌) 경로당,36.1751432,127.4272764,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"다복1리 경로당,36.1587623,127.4241677,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"곡남리 마을회관,36.1641696,127.3987404,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"곡남1리 마을회관,36.166558,127.3964739,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"곡남2리 경로당,36.1624978,127.3970479,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수영2리 경로당,36.1805255,127.3846775,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수영3리 경로당,36.1792806,127.3926464,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"목소리 경로당,36.1768255,127.4085492,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"만악1리 경로당,36.1468356,127.4354678,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상엄정리 경로당,36.1337004,127.4145493,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부암3리(목골) 경로당,36.1346557,127.3779559,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"흑암(여성) 경로당,36.0238307,127.4553484,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"풍전 경로당,36.0427274,127.4931622,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석동2리 경로당,36.0514497,127.4779272,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성곡1리(여성) 경로당,36.0749423,127.4844798,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성곡2리(남자) 경로당,36.0727462,127.4875456,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"목소리두만골 경로당,36.1951702,127.4181917,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백암2리 경로당,36.1894836,127.3892426,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"청등 경로당,36.1201189,127.3943442,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오항2리 경로당,36.1023569,127.3810217,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"읍내3리 경로당,36.1469937,127.377044,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"을음실 경로당,36.1503811,127.3553368,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용진1리 경로당,36.1761954,127.4446651,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"독정1리 경로당,37.0674968,126.8473232,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕다3리 경로당,37.0527689,126.8358537,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"탑동마을회관,35.0958312,128.3983178,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월안마을회관,35.1059058,128.4090493,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉곡마을회관,35.110436,128.418387,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
